impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K26-187858,A745341,Regional Animal Services of King County,FOUND,https://kingcounty.gov/en/dept/executive-services/animals-pets-pests/regional-animal-services/overview-about,In RASKC Foster Home,,Cat,1 WEEK,Female,Domestic Shorthair,Black,"Apr 07, 2026",Received on,21600 block of  64TH AVE S,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745341,Image Copyright HLP Inc. 2026,Received on: 2026-04-07<p/> Found Near: 21600 block of  64TH AVE S<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: 1 WEEK<p/> Current Location: In RASKC Foster Home <p/>,
K26-187899,A745414,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061296,LOST,Scruffy,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,"Mar 30, 2026",Date Lost,261ST  PL,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061296,Image Copyright HLP Inc. 2026,"Description: Scruffy is a feral cat from Auburn, WA. He has been coming to our dealership since he was able to leave his feral mum. A coworker brought him to his home to take him to a vet and get him fixed. He escaped the vehicle and was last seen in the local housing complex.  He is very friendly and can be handled if he trusts you. He's been around men most of his life and lower voice tones seem to be better for him. Higher pitched voices tend to freak him out. He is greatly missed by a couple of the fellas here and would like to find him and bring him home.<p/>Age: Over 1 year<p/>Location Lost: 261st pl, Maple Valley WA  98038<p/>Lost Date: 2026-03-30<p/>",
K26-187556,A744650,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055275,LOST,Tux,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Black,"Mar 16, 2026",Date Lost,300 block of  S St SE,Auburn,,98002,OTHER,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055275,Image Copyright HLP Inc. 2026,"Description: Black cat white spot on his chest white wiskers<p/>Age: Over 1 year<p/>Location Lost: 37th Ave S & S 140th St, Seattle WA  98168<p/>Lost Date: 2026-03-16<p/>",
K26-187929,A745454,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061567,LOST,Sarah Jane O,Dog,Over 1 year<p/>,Male,Akbash,White,"Apr 09, 2026",Date Lost,10000 block of  238TH WAY SE,,,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061567,Image Copyright HLP Inc. 2026,"Description: very large, looks like a great pyrenees.  may be travelling with female companion, registered microchip but no tags on old plastic collar.  <p/>Age: Over 1 year<p/>Location Lost: 10010 238th way se , Issaquah WA  98027<p/>Lost Date: 2026-04-09<p/>",
K26-187959,A745499,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062101,LOST,Doddy Or Dob,Cat,Under 1 year<p/>,Male,American Shorthair,Unknown,"Apr 08, 2026",Date Lost,MOTEL  6 ISSAQUAH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062101,Image Copyright HLP Inc. 2026,"Description: gray almost salt and pepper like and orange fur. he's a fairly average sized male cat not as big as a Maine Coon but still fairly large short hair lot of orange on his belly. he's super affectionate and loving he knows his name extremely well. he is not fixed and has not been microchipped yet he's only about 9 and 1/2 months old I believe he was born on July 18th 2025 about 12 hours after his siblings who were born on the 17th making him my Miracle kitten. he has a bit of a snout extended nose but not extremely. he has very few but some black stripes on him as well around his face and stuff.<p/>Age: Under 1 year<p/>Location Lost: Motel 6 Issaquah, Issaquah WA  98027<p/>Lost Date: 2026-04-08<p/>",
K26-188000,A745595,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745595,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",,Cat,3 WEEKS,Male,Domestic Shorthair,Brn Tabby / White,"Apr 13, 2026",Received on,10000 block of  SE 258TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745595,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 10000 block of  SE 258TH PL<p/> Description: Brn Tabby / White Male Domestic Shorthair Cat<p/> Age: 3 WEEKS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188105,A745769,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745769,In Foster Home,,Rabbit Sh,NO AGE,Male,Rabbit Sh,Gray / Tan,"Apr 17, 2026",Received on,700 block of  ANDOVER PARK W,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745769,Image Copyright HLP Inc. 2026,Received on: 2026-04-17<p/> Found Near: 700 block of  ANDOVER PARK W<p/> Description: Gray / Tan Male Rabbit Sh Rabbit Sh<p/> Age: NO AGE<p/> Current Location: In Foster Home<p/>,
K26-187910,A745428,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745428,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Squal,Cat,5 YEARS,Neutered Male,Domestic Shorthair,Brn Tabby / White,"Apr 09, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745428,Image Copyright HLP Inc. 2026,"Received on: 2026-04-09<p/> Description: Brn Tabby / White<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/> I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Come visit me at Regional Animal Services of King County is located at the following address: 21615 64th Ave. S., Kent, WA, 98032. Our business hours are Monday-Friday 12PM to 6PM and Saturday-Sunday 12PM to 5PM.<p/><p/>",
K26-187645,A744843,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056744,In Public Home,,Dog,Over 1 year<p/>,Female,Dachshund,Brown,"Mar 20, 2026",Date Found,INTERNATIONAL  AND 188TH,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056744,Image Copyright HLP Inc. 2026,"Description: I Found a female dog crossing heavy traffic. She looks like a dachshund chihuahua mix and is an older dog  she is very sweet and housebroken <p/>Age: Over 1 year<p/>Found Near: International and 188th, Seattle WA  98158<p/>Found Date: 2026-03-20<p/>",
K26-187629,A744812,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3056456,In Public Home,,Rabbit,Unknown<p/>,Unknown,,Unknown,"Mar 23, 2026",Date Found,188th  Ave SE & SE Covington-Sawyer Rd,King County,,98042,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3056456,Image Copyright HLP Inc. 2026,"Description: 2 Rex Rabbits were in my front yard Monday morning. Not able to trap or catch and they wandered down to our goat pen. Currently hanging out with our goat.<p/>Age: Unknown<p/>Found Near: 188th Ave SE and Covington Sawyer Rd, Kent WA  98042<p/>Found Date: 2026-03-23<p/>",
K26-187878,A745375,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745375,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Luke,Cat,5 YEARS,Neutered Male,Domestic Longhair,Gray / White,"Apr 08, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745375,Image Copyright HLP Inc. 2026,"Received on: 2026-04-08<p/> Description: Gray / White<p/>  Neutered Male Domestic Longhair Cat<p/> Age: 5 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Luke and I am available for adoption!<p/><p/>I am bonded with my sibling, Leia, so we would love to go to the same home together. <p/><p/>You can visit me at the Pet Adoption Center on weekdays from 12:00 pm to 5:00 pm, Saturdays and Sundays from 12:00 pm to 4:00 pm. <p/><p/>The Pet Adoption Center is located at 21615 64th Ave S, Kent, WA 98032.<p/><p/>Come and visit me today, I'd love to go home with you!<p/>",
K26-187994,A715673,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A715673,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sophie,Dog,10 YEARS,Spayed Female,American Pit Bull Terrier / Mix,Brown / White,"Apr 13, 2026",Received on,4700 block of  SOUTHCENTER BLVD,TUKWILA,WA,98188,TUKWILA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A715673,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 4700 block of  SOUTHCENTER BLVD<p/> Description: Brown / White Spayed Female American Pit Bull Terrier / Mix Dog<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-187810,A745217,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3059730,In Public Home,,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,Unknown,"Apr 03, 2026",Date Found,CRYSTAL  RIVER RANCH RD E,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3059730,Image Copyright HLP Inc. 2026,"<p/>Age: Over 1 year<p/>Found Near: Crystal River Ranch Rd E , Enumclaw WA  98022<p/>Found Date: 2026-04-03<p/>",
K26-187979,A745549,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A745549,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Barney,Dog,6 MONTHS,Neutered Male,Pit Bull,Black / White,"Apr 13, 2026",Received on,13100 block of  SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745549,Image Copyright HLP Inc. 2026,"Received on: 2026-04-13<p/> Found Near: 13100 block of  SE KENT KANGLEY RD<p/> Description: Black / White Neutered Male Pit Bull Dog<p/> Age: 6 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",
K26-188009,A745607,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3062828,In Public Home,Unknown Pood,Dog,Over 1 year<p/>,Female,Standard Poodle,Unknown,"Apr 12, 2026",Date Found,Margaret  Mead Elementary School,,,,SAMMAMISH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3062828,Image Copyright HLP Inc. 2026,"Description: Grey and tan female poodle. No microchip. Found near Margaret Mead Elementary with a brown pitbull mix. <p/>Age: Over 1 year<p/>Found Near: Margaret Mead Elementary, Sammamish WA  98074<p/>Found Date: 2026-04-12<p/>",
K26-188111,A745277,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A745277,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tammy,Cat,3 YEARS,Spayed Female,Domestic Shorthair,Brn Tabby / White,"Apr 18, 2026",Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A745277,Image Copyright HLP Inc. 2026,"Received on: 2026-04-18<p/> Description: Brn Tabby / White<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 3 YEARS<p/> Adoption Fee: $30.00<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/><p/>",
K26-187568,A744693,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055575,LOST,Suki,Dog,Over 1 year<p/>,Female,Yorkshire Terrier,Unknown,"Mar 20, 2026",Date Lost,800 block of  WEST VALLEY HWY S,Kent,,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055575,Image Copyright HLP Inc. 2026,"Description: She was blind from one eye, color was brown <p/>Age: Over 1 year<p/>Location Lost: 827 W Valley Hwy Kent WA 98032 , Kent WA  98032<p/>Lost Date: 2026-03-20<p/>",
K26-187732,A745031,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3058251,LOST,Thunder,Dog,Over 1 year<p/>,Male,Chihuahua - Smooth Coated,Unknown,"Mar 31, 2026",Date Lost,21800 block of  MILITARY RD S,SeaTac,,98198,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3058251,Image Copyright HLP Inc. 2026,"Description: Chocolate brown, neutered. Pointy ears <p/>Age: Over 1 year<p/>Location Lost: 21812 MILITARY RD S, Failed on API Lookup  91898<p/>Lost Date: 2026-03-31<p/>",
K26-187421,A744318,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3052328,LOST,Coco,Cat,Over 1 year<p/>,Male,Maine Coon,Unknown,"Mar 11, 2026",Date Lost,3200 block of  S 186TH ST,SeaTac,,98188,SEATAC,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3052328,Image Copyright HLP Inc. 2026,"Description: He’s a grey and white cat fluffy car<p/>Age: Over 1 year<p/>Location Lost: 3208 s 186th st, Seattle WA  98188<p/>Lost Date: 2026-03-11<p/>",
K26-187529,A744602,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3054654,In Public Home,,Cat,Unknown<p/>,Male,Domestic Longhair,Unknown,"Mar 06, 2026",Date Found,"209TH  PL SEATAC, WA",,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3054654,Image Copyright HLP Inc. 2026,"Description: Orange and white kitty<p/>Age: Unknown<p/>Found Near: 209th Pl SeaTac, WA, Failed on API Lookup  91898<p/>Found Date: 2026-03-06<p/>",
K26-187928,A745452,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3061564,LOST,Gustaf,Dog,Over 1 year<p/>,Male,Akbash,White,"Apr 09, 2026",Date Lost,10000 block of  238TH WAY SE,,,98027,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3061564,Image Copyright HLP Inc. 2026,"Description: very large white short hair, long tail with curl at end, old plastic orange collar with no tags.  friendly but shy.  may be travelling with a female companion.  <p/>Age: Over 1 year<p/>Location Lost: 10010 238th way se , Issaquah WA  98027<p/>Lost Date: 2026-04-09<p/>",
K26-187501,A744525,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3054046,LOST,Bruno,Dog,Over 1 year<p/>,Male,Standard Poodle,Black,"Mar 18, 2026",Date Lost,Russell  Road Park,,,,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3054046,Image Copyright HLP Inc. 2026,"Description: Black, medium curly hair, 60 lbs<p/>Age: Over 1 year<p/>Location Lost: Russell Road, Kent WA  98032<p/>Lost Date: 2026-03-18<p/>",
K26-187549,A744637,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3055140,LOST,Floki,Cat,Over 1 year<p/>,Male,Domestic Shorthair,Unknown,"Mar 21, 2026",Date Lost,24400 block of  112TH PL SE,Kent,,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3055140,Image Copyright HLP Inc. 2026,"Description: He has polydactyl paws (Mitten paws)<p/>Age: Over 1 year<p/>Location Lost: 24433 112th Pl SE, Kent WA  98030<p/>Lost Date: 2026-03-21<p/>",
K26-187376,A744229,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=3051139,LOST,Monty,Cat,Unknown<p/>,Male,Domestic Shorthair,Unknown,"Mar 09, 2026",Date Lost,Wildwood  Blvd SW & Mountainside Dr SW,Issaquah,,98027,ISSAQUAH,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=3051139,Image Copyright HLP Inc. 2026,"Description: Monty is striped gray and brown with a white stomach that has a brownish band across the middle. He has a white nose and long white whiskers. He has big eyes. He has white paws. He left home wearing a blue collar. <p/>Age: Unknown<p/>Location Lost: Wildwood Blvd SW and Mountainside Blvd SW, Issaquah WA  98027<p/>Lost Date: 2026-03-09<p/>",
